,affix,Derived Word,Source Word
2696,ly,dizzyingly,dizzying
2698,ly,doctrinally,doctrinal
2700,ly,documentarily,documentary
2701,ly,doggedly,dogged
2703,ly,dominantly,dominant
2704,ly,dorsoventrally,dorsoventral
2705,ly,doubtfully,doubtful
2706,ly,dramaturgically,dramaturgical
2707,ly,dreadfully,dreadful
2708,ly,drolly,droll
2709,ly,drunkenly,drunken
2710,ly,dryly,dry
2711,ly,ducally,ducal
2713,ly,dudely,dude
2715,ly,dumbly,dumb
2716,ly,duplicitously,duplicitous
2717,ly,dynastically,dynastic
2718,ly,dysfunctionally,dysfunctional
2719,ly,eagerly,eager
2720,ly,earnestly,earnest
2721,ly,earthly,earth
2723,ly,easily,easy
2724,ly,ecologically,ecological
2725,ly,effeminately,effeminate
2726,ly,efficaciously,efficacious
2727,ly,efficiently,efficient
2731,ly,electively,elective
2732,ly,electorally,electoral
2733,ly,electrically,electric
2735,ly,electrifyingly,electrifying
2736,ly,electrochemically,electrochemical
2737,ly,electromechanically,electromechanical
2738,ly,electrophysiologically,electrophysiological
2740,ly,elementarily,elementary
2741,ly,eloquently,eloquent
2742,ly,embarrassingly,embarrassing
2746,ly,emergently,emergent
2747,ly,eminently,eminent
2749,ly,emotionally,emotional
2750,ly,emotively,emotive
2751,ly,encouragingly,encouraging
2752,ly,endlessly,endless
2753,ly,endly,endly
2756,ly,enduringly,enduring
2758,ly,enforcedly,enforced
2759,ly,enormously,enormous
2760,ly,enthrallingly,enthralling
2761,ly,entirely,entire
2762,ly,enviously,envious
2764,ly,ephemerally,ephemeral
2765,ly,equally,equal
2769,ly,equitably,equitable
2770,ly,ergatively,ergative
2771,ly,erosionally,erosional
2773,ly,eschatologically,eschatological
2774,ly,especially,especial
2776,ly,essentially,essential
2777,ly,ethically,ethical
2778,ly,ethnoculturally,ethnocultural
2779,ly,ethnologically,ethnological
2781,ly,ethologically,ethological
2782,ly,evangelically,evangelical
2783,ly,evenhandedly,evenhanded
2786,ly,eventually,eventual
2787,ly,evidently,evident
2789,ly,evolutionarily,evolutionary
2791,ly,exactly,exact
2793,ly,exceedingly,exceeding
2797,ly,excellently,excellent
2798,ly,exceptionally,exceptional
2799,ly,excessively,excessive
2800,ly,excruciatingly,excruciating
2803,ly,executively,executive
2804,ly,exemplarily,exemplary
2805,ly,exhaustedly,exhausted
2806,ly,exhaustively,exhaustive
2807,ly,exhilaratingly,exhilarating
2808,ly,expectedly,expected
2809,ly,expeditiously,expeditious
2810,ly,expensively,expensive
2811,ly,experientially,experiential
2812,ly,explicitly,explicit
2813,ly,exploitably,exploitable
2814,ly,exploitatively,exploitative
2815,ly,explosively,explosive
2816,ly,exponentially,exponential
2819,ly,expressively,expressive
2820,ly,expressly,express
2821,ly,extendedly,extended
2822,ly,extensionally,extensional
2824,ly,extensively,extensive
2826,ly,extralegally,extralegal
2827,ly,extraneously,extraneous
2828,ly,extraordinarily,extraordinary
2829,ly,extremely,extreme
2830,ly,fabulously,fabulous
2831,ly,facetiously,facetious
2833,ly,facilely,facile
2834,ly,faintly,faint
2835,ly,fairly,fair
2838,ly,faithfully,faithful
2840,ly,falsely,false
2842,ly,familially,familial
2844,ly,familiarly,familiar
2845,ly,famously,famous
2847,ly,fanatically,fanatical
2848,ly,fancifully,fanciful
2849,ly,fantastically,fantastical
2851,ly,fashionably,fashionable
2866,ly,fatally,fatal
2867,ly,fatefully,fateful
2868,ly,favourably,favourable
2869,ly,fawningly,feigning
2870,ly,fearfully,fearful
2872,ly,fearsomely,fearsome
2874,ly,fecally,fecal
2875,ly,feebly,feeble
2876,ly,feloniously,felonious
2877,ly,fervently,fervent
2878,ly,festively,festive
2879,ly,feudally,feudal
2880,ly,feverishly,feverish
2881,ly,fictionally,fictional
2882,ly,fictively,fictive
2883,ly,fiercely,fierce
2885,ly,figuratively,figurative
2887,ly,finally,final
2889,ly,finely,fine
2892,ly,finically,finical
2893,ly,firmly,firm
2895,ly,fitfully,fitful
2898,ly,fitly,fit
2899,ly,fixedly,fixed
2903,ly,flamboyantly,flamboyant
2904,ly,flamingly,flaming
2905,ly,flatly,flat
2907,ly,flatteringly,flattering
2908,ly,fleetingly,fleeting
2909,ly,flexuously,flexuous
2910,ly,florally,floral
2911,ly,fluidly,fluid
2912,ly,fondly,fond
2913,ly,foolishly,foolish
2916,ly,forcedly,forced
2917,ly,forcefully,forceful
2918,ly,forcibly,forcible
2920,ly,foreseeably,foreseeable
2921,ly,forgetfully,forgetful
2922,ly,forlornly,forlorn
2923,ly,formally,formal
2924,ly,forthrightly,forthright
2925,ly,fortunately,fortunate
2926,ly,foundationally,foundational
2927,ly,fractally,fractal
2928,ly,fragmentarily,fragmentary
2929,ly,frankly,frank
2930,ly,fraternally,fraternal
2931,ly,fraudulently,fraudulent
2932,ly,freakishly,freakish
2933,ly,frenziedly,frenzied
2934,ly,frequently,frequent
2935,ly,freshly,fresh
2936,ly,frictionally,frictional
2937,ly,friendly,friend
2945,ly,frighteningly,frightening
2946,ly,frivolously,frivolous
2947,ly,frostily,frosty
2948,ly,frustratedly,frustrated
2954,ly,fulsomely,fulsome
2955,ly,furiously,furious
2957,ly,furtively,furtive
2958,ly,fuzzily,fuzzy
2959,ly,gallantly,gallant
2960,ly,garishly,garish
2961,ly,genealogically,genealogical
2962,ly,generally,general
2963,ly,generatively,generative
2964,ly,generously,generous
2966,ly,genetically,genetical
2971,ly,genially,genial
2972,ly,genocidally,genocidal
2973,ly,gentlemanly,gentleman
2976,ly,gently,gentle
2977,ly,geomorphologically,geomorphological
2978,ly,geophysically,geophysical
2981,ly,geothermally,geothermal
2982,ly,ghostly,gostly
2984,ly,glacially,glacial
2985,ly,glaciologically,glaciological
2986,ly,gladly,gladly
2988,ly,glancingly,glancing
2989,ly,glaringly,glaring
2990,ly,glibly,glib
2991,ly,glitteringly,glittering
2992,ly,gloatingly,gloating
2993,ly,globosely,globose
2994,ly,gloomily,gloomy
2995,ly,glumly,glum
2996,ly,gluttonously,gluttonous
2999,ly,governmentally,governmental
3000,ly,gracefully,graceful
3001,ly,graciously,gracious
3002,ly,gradually,gradual
3004,ly,grammatically,grammatical
3005,ly,gratifyingly,gratifying
3006,ly,gratuitously,gratuitous
3008,ly,gravely,gravely
3009,ly,greatly,great
3011,ly,greedily,greedy
3012,ly,greenly,green
3013,ly,grimly,grim
3015,ly,grindingly,grinding
3017,ly,grittily,gritty
3018,ly,grossly,gross
3019,ly,grotesquely,grotesque
3020,ly,growingly,growing
3021,ly,grudgingly,grudging
3022,ly,grumpily,grumpy
3023,ly,guardedly,guarded
3024,ly,gullibly,gullible
3026,ly,gushingly,gushing
3027,ly,habitually,habitual
3028,ly,handily,handy
3029,ly,handly,hand
3030,ly,haphazardly,haphazard
3031,ly,happily,happy
3033,ly,harmfully,harmful
3034,ly,harmlessly,harmless
3035,ly,harmoniously,harmonious
3036,ly,harrowingly,harrowing
3038,ly,harshly,harsh
3039,ly,hastily,hasty
3040,ly,hazardously,hazardous
3041,ly,headly,hedly
3042,ly,healthfully,healthful
3043,ly,healthily,healthy
3044,ly,heartbreakingly,heartbreaking
3045,ly,heartbrokenly,heartbroken
3046,ly,heartedly,hearted
3047,ly,heartily,hearty
3048,ly,heartlessly,heartless
3049,ly,heartly,hertly
3056,ly,heavily,heavy
3061,ly,heinously,heinous
3062,ly,hellishly,hellish
3063,ly,helpfully,helpful
3064,ly,hemispherically,hemispherical
3065,ly,heretically,heretical
3067,ly,heterosexually,heterosexual
3068,ly,hideously,hideous
3072,ly,hierarchically,hierarchical
3075,ly,hilariously,hilarious
3076,ly,historiographically,historiographical
3078,ly,holily,holy
3079,ly,hollowly,hollow
3080,ly,homicidally,homicidal
3081,ly,homogeneously,homogeneous
3082,ly,homogenously,homogenous
3084,ly,homologously,homologous
3085,ly,homosexually,homosexual
3086,ly,honestly,honest
3087,ly,hopefully,hopeful
3088,ly,hopelessly,hopeless
3089,ly,horribly,horrible
3093,ly,hospitably,hospitable
3094,ly,hostilely,hostile
3096,ly,howlingly,howling
3097,ly,hugely,huge
3098,ly,humbly,humble
3099,ly,humorlessly,humorless
3100,ly,humorously,humorous
3102,ly,hungrily,hungry
3103,ly,hurriedly,hurried
3104,ly,hydrothermally,hydrothermal
3105,ly,hypothetically,hypothetical
3106,ly,icily,icy
3108,ly,ideally,ideal
3109,ly,identically,identical
3111,ly,idolatrously,idolatrous
3112,ly,ignominiously,ignominious
3113,ly,ignorantly,ignorant
3114,ly,illegally,illegal
3115,ly,illogically,illogical
3116,ly,illusorily,illusory
3117,ly,imaginatively,imaginative
3118,ly,imitatively,imitative
3119,ly,immediately,immediate
3120,ly,immorally,immoral
3121,ly,immunohistochemically,immunohistochemical
3122,ly,impartially,impartial
3123,ly,impassively,impassive
3124,ly,imperfectly,imperfect
3126,ly,impermissibly,impermissible
3128,ly,impersonally,impersonal
3129,ly,implicitly,implicit
3130,ly,impliedly,implied
3131,ly,importantly,important
3132,ly,impossibly,impossible
3133,ly,imprecisely,imprecise
3134,ly,impressively,impressive
3135,ly,improbably,improbable
3136,ly,imprudently,imprudent
3137,ly,impudently,impudent
3138,ly,impurely,impure
3139,ly,inaccurately,inaccurate
3140,ly,inactively,inactive
3141,ly,inadequately,inadequate
3142,ly,inappropriately,inappropriate
3143,ly,incessantly,incessant
3144,ly,incidentally,incidental
3147,ly,incisively,incisive
3148,ly,inclusively,inclusive
3150,ly,incoherently,incoherent
3151,ly,incompletely,incomplete
3153,ly,incomprehensibly,incomprehensible
3154,ly,incongruently,incongruent
3155,ly,inconsequentially,inconsequential
3156,ly,inconsiderately,inconsiderate
3157,ly,inconsolably,inconsolable
3158,ly,inconstantly,inconstant
3159,ly,incontestably,incontestable
3160,ly,incontinently,incontinent
3161,ly,incontrovertibly,incontrovertible
3162,ly,inconveniently,inconvenient
3163,ly,incorrectly,incorrect
3164,ly,incredibly,incredible
3167,ly,incredulously,incredulous
3168,ly,indefatigably,indefatigable
3169,ly,indefinably,indefinable
3170,ly,independently,independent
3171,ly,indescribably,indescribable
3172,ly,indestructibly,indestructible
3174,ly,indifferently,indifferent
3175,ly,indignantly,indignant
3176,ly,indirectly,indirect
3177,ly,indisputably,indisputable
3178,ly,indissolubly,indissoluble
3179,ly,indistinctly,indistinct
3180,ly,indubitably,indubitable
3183,ly,ineluctably,ineluctable
3184,ly,inertly,inert
3185,ly,inescapably,inescapable
3186,ly,inevitably,inevitable
3188,ly,inexactly,inexact
3189,ly,inexcusably,inexcusable
3190,ly,inexorably,inexorable
3191,ly,inexplicably,inexplicable
3192,ly,inexplicitly,inexplicit
3193,ly,infamously,infamous
3194,ly,infelicitously,infelicitous
3195,ly,inferentially,inferential
3196,ly,inferiorly,inferior
3197,ly,infinitely,infinite
3199,ly,inflectionally,inflectional
3200,ly,inflexibly,inflexible
3201,ly,informally,informal
3202,ly,ingeniously,ingenious
3203,ly,ingenuously,ingenuous
3206,ly,inherently,inherent
3207,ly,injudiciously,injudicious
3208,ly,innately,innate
3209,ly,innocently,innocent
3210,ly,innocuously,innocuous
3211,ly,innovatively,innovative
3212,ly,inoffensively,inoffensive
3213,ly,inordinately,inordinate
3214,ly,insanely,insane
3216,ly,inscriptionally,inscriptional
3217,ly,inscrutably,inscrutable
3218,ly,inseparably,inseparable
3219,ly,insidiously,insidious
3220,ly,insincerely,insincere
3221,ly,insipidly,insipid
3222,ly,inspirationally,inspirational
3223,ly,instantaneously,instantaneous
3224,ly,instrumentally,instrumental
3228,ly,insubordinately,insubordinate
3229,ly,insufferably,insufferable
3230,ly,integratively,integrative
3231,ly,intelligently,intelligent
3232,ly,intelligibly,intelligible
3233,ly,intemperately,intemperate
3234,ly,intendedly,intended
3235,ly,intensely,intense
3237,ly,intensively,intensive
3238,ly,intentionally,intentional
3239,ly,intercellularly,intercellular
3240,ly,intercollegiately,intercollegiate
3241,ly,interculturally,intercultural
3242,ly,interestedly,interested
3243,ly,interminably,interminable
3252,ly,intermittingly,intermitting
3255,ly,internally,internal
3256,ly,internationally,international
3257,ly,interpersonally,interpersonal
3258,ly,interracially,interracial
3259,ly,intersectionally,intersectional
3260,ly,interstitially,interstitial
3261,ly,intersubjectively,intersubjective
3262,ly,intertemporally,intertemporal
3263,ly,intertextually,intertextual
3264,ly,intimately,intimate
3265,ly,intolerably,intolerable
3266,ly,intoxicatingly,intoxicating
3267,ly,intramurally,intramural
3268,ly,intransigently,intransigent
3269,ly,intransitively,intransitive
3270,ly,intrathecally,intrathecal
3271,ly,intravaginally,intravaginal
3272,ly,introspectively,introspective
3273,ly,intrusively,intrusive
3274,ly,invalidly,invalid
3275,ly,invaluably,invaluable
3276,ly,invariably,invariable
3278,ly,invariantly,invariant
3280,ly,invasively,invasive
3281,ly,inventively,inventive
3282,ly,inversely,inverse
3283,ly,invertedly,inverted
3284,ly,invidiously,invidious
3285,ly,invigoratingly,invigorating
3286,ly,invincibly,invincible
3287,ly,inviolably,inviolable
3288,ly,invisibly,invisible
3290,ly,involuntarily,involuntary
3291,ly,inwardly,inward
3292,ly,irksomely,irksome
3293,ly,irrationally,irrational
3294,ly,irreconcilably,irreconcilable
3295,ly,irrecoverably,irrecoverable
3296,ly,irrefutably,irrefutable
3297,ly,irregularly,irregular
3298,ly,irrelevantly,irrelevant
3299,ly,irremediably,irremediable
3302,ly,irreparably,irreparable
3303,ly,irrepressibly,irrepressible
3306,ly,irreproachably,irreproachable
3307,ly,irresistibly,irresistible
3308,ly,irresponsibly,irresponsible
3309,ly,irretrievably,irretrievable
3310,ly,irreverently,irreverent
3311,ly,irreversibly,irreversible
3312,ly,irrevocably,irrevocable
3313,ly,irritably,irritable
3314,ly,irritatingly,irritating
3316,ly,itinerantly,itinerant
3317,ly,jaggedly,jagged
3318,ly,jarringly,jarring
3319,ly,jauntily,jaunty
3322,ly,jealously,jealous
3323,ly,jeeringly,jeering
3324,ly,jerkily,jerky
3325,ly,jocularly,jocular
3326,ly,jokingly,joking
3327,ly,joltingly,jolting
3328,ly,jovially,jovial
3329,ly,joyfully,joyful
3330,ly,joyously,joyous
3331,ly,judgmentally,judgmental
3332,ly,judicially,judicial
3333,ly,judiciously,judicious
3334,ly,juicily,juicy
3335,ly,juridically,juridical
3336,ly,jurisprudentially,jurisprudential
3337,ly,justifiably,justifiable
3338,ly,justly,just
3339,ly,keenly,keen
3340,ly,killingly,killing
3341,ly,kindheartedly,kindhearted
3342,ly,knightly,knightly
3345,ly,knowingly,knowing
3346,ly,knowledgeably,knowledgeable
3347,ly,labially,labial
3349,ly,laboriously,laborious
3350,ly,lamely,lame
3353,ly,lamentably,lamentable
3354,ly,lamentingly,lamenting
3355,ly,languidly,languid
3356,ly,largely,large
3357,ly,lasciviously,lascivious
3358,ly,lastingly,lasting
3360,ly,laterally,lateral
3362,ly,laudably,laudable
3363,ly,lavishly,lavish
3365,ly,lawlessly,lawless
3366,ly,laxly,lax
3367,ly,lazily,lazy
3368,ly,learnedly,learned
3369,ly,lecherously,lecherous
3371,ly,legendarily,legendary
3372,ly,legitimately,legitimate
3375,ly,lengthily,lengthy
3377,ly,leniently,lenient
3378,ly,lethally,lethal
3379,ly,lewdly,lewd
3380,ly,lexically,lexical
3383,ly,liberally,liberal
3384,ly,libidinally,libidinal
3385,ly,licentiously,licentious
3386,ly,licitly,licit
3387,ly,lightheartedly,lighthearted
3388,ly,lightly,light
3389,ly,limply,limp
3390,ly,lingeringly,lingering
3391,ly,liquidly,liquid
3392,ly,listlessly,listless
3393,ly,literally,literal
3395,ly,lithely,lithe
3396,ly,livingly,living
3397,ly,loathsomely,loathsome
3398,ly,loftily,lofty
3399,ly,logically,logical
3400,ly,longingly,longing
3402,ly,loosely,loose
3404,ly,lopsidedly,lopsided
3405,ly,loudly,loud
3406,ly,lovably,lovable
3407,ly,lovely,lovely
3409,ly,lovingly,loving
3410,ly,lowly,low
3411,ly,loyally,loyal
3416,ly,lucidly,lucid
3418,ly,luckily,lucky
3419,ly,lucratively,lucrative
3420,ly,ludicrously,ludicrous
3421,ly,lukewarmly,lukewarm
3422,ly,luminously,luminous
3423,ly,luridly,lurid
3425,ly,lusciously,luscious
3426,ly,lushly,lush
3427,ly,lustfully,lustfully
3428,ly,lustily,lusty
3429,ly,luxuriantly,luxuriant
3430,ly,macabrely,macabre
3431,ly,maddeningly,maddening
3433,ly,madly,mad
3434,ly,magnanimously,magnanimous
3435,ly,magnificently,magnificent
3436,ly,maidenly,maidenly
3438,ly,mainly,main
3439,ly,majestically,majestical
3440,ly,malevolently,malevolent
3441,ly,maliciously,malicious
3442,ly,malignantly,malignant
3443,ly,manageably,manageable
3444,ly,maniacally,maniacal
3445,ly,manifestly,manifest
3447,ly,marginally,marginal
3449,ly,markedly,marked
3450,ly,marvellously,marvellous
3452,ly,massively,massive
3454,ly,masterfully,masterful
3455,ly,materially,material
3459,ly,maturely,mature
3460,ly,mawkishly,mawkish
3461,ly,meanly,mean
3462,ly,mechanically,mechanical
3464,ly,medially,medial
3465,ly,mediately,mediate
3468,ly,meekly,meek
3469,ly,memorably,memorable
3470,ly,menacingly,menacing
3471,ly,menstrually,menstrual
3473,ly,mentally,mental
3474,ly,mercifully,merciful
3475,ly,meritoriously,meritorious
3476,ly,mesiodistally,mesiodistal
3477,ly,mesmerizingly,mesmerizing
3479,ly,metafictionally,metafictional
3480,ly,metaphorically,metaphorical
3482,ly,methodologically,methodological
3483,ly,meticulously,meticulous
3484,ly,microbially,microbial
3486,ly,microtonally,microtonal
3487,ly,mightily,mighty
3488,ly,mildly,mild
3490,ly,minorly,minor
3492,ly,miraculously,miraculous
3493,ly,mischievously,mischievous
3494,ly,misleadingly,misleading
3495,ly,moderately,moderate
3498,ly,modernly,modern
3499,ly,modularly,modular
3500,ly,momentarily,momentary
3501,ly,monaurally,monaural
3502,ly,monolingually,monolingual
3503,ly,monotonously,monotonous
3505,ly,monstrously,monstrous
3506,ly,monumentally,monumental
3507,ly,morally,moral
3508,ly,mordantly,mordant
3510,ly,mortally,mortal
3512,ly,mundanely,mundane
3514,ly,murkily,murky
3515,ly,musically,musical
3516,ly,mutually,mutual
3519,ly,mysteriously,mysterious
3520,ly,mystifyingly,mystifying
3521,ly,mythically,mythical
3523,ly,mythologically,mythological
3525,ly,naggingly,nagging
3527,ly,narratively,narrative
3529,ly,nasally,nasal
3530,ly,natally,natal
3531,ly,nationally,national
3533,ly,natively,native
3535,ly,naturally,natural
3536,ly,naughtily,naughty
3537,ly,navigationally,navigational
3541,ly,neatly,neat
3542,ly,needlessly,needless
3546,ly,negligently,negligent
3548,ly,nervously,nervous
3550,ly,neurophysiologically,neurophysiological
3552,ly,newly,newly
3553,ly,nicely,nice
3555,ly,nightmarishly,nightmarish
3556,ly,nobly,noble
3557,ly,noisily,noisy
3559,ly,nomologically,nomological
3561,ly,noncanonically,noncanonical
3562,ly,nonchalantly,nonchalant
3563,ly,noncommercially,noncommercial
3564,ly,noncompetitively,noncompetitive
3565,ly,nonconsecutively,nonconsecutive
3566,ly,nondestructively,nondestructive
3567,ly,nonlinearly,nonlinear
3568,ly,nonsurgically,nonsurgical
3570,ly,normally,normal
3574,ly,notably,notable
3575,ly,notarially,notarial
3576,ly,notationally,notational
3577,ly,noticeably,noticeable
3580,ly,notoriously,notorious
3581,ly,numbingly,numbing
3583,ly,numerologically,numerological
3585,ly,objectively,objective
3586,ly,obliviously,oblivious
3587,ly,obnoxiously,obnoxious
3588,ly,obscenely,obscene
3590,ly,obscurely,obscure
3591,ly,observably,observable
3595,ly,obstinately,obstinate
3596,ly,obviously,obvious
3597,ly,occasionally,occasional
3599,ly,octagonally,octagonal
3600,ly,oddly,odd
3603,ly,offhandedly,offhanded
3604,ly,officially,official
3605,ly,omnidirectionally,omnidirectional
3606,ly,omnivorously,omnivorous
3607,ly,ongoingly,ongoing
3608,ly,opaquely,opaque
3609,ly,openly,open
3610,ly,opportunely,opportune
3612,ly,optimally,optimal
3613,ly,optionally,optional
3614,ly,opulently,opulent
3615,ly,orbicularly,orbicular
3616,ly,orbitally,orbital
3620,ly,orderly,order
3622,ly,ordinarily,ordinary
3623,ly,organizationally,organizational
3624,ly,originally,original
3626,ly,ornately,ornate
3627,ly,ornithologically,ornithological
3628,ly,orthodoxly,orthodox
3631,ly,ostensibly,ostensible
3632,ly,ostensively,ostensive
3634,ly,ostentatiously,ostentatious
3638,ly,outrageously,outrageous
3640,ly,ovately,ovate
3641,ly,overtly,overt
3642,ly,overweeningly,overweening
3644,ly,overwhelmingly,overwhelming
3645,ly,overzealously,overzealous
3646,ly,owlishly,owlish
3647,ly,painfully,painful
3648,ly,painlessly,painless
3649,ly,painstakingly,painstaking
3650,ly,palatably,palatable
3654,ly,paradoxically,paradoxical
3656,ly,parallelly,parallel
3657,ly,partially,partial
3659,ly,particularly,particular
3664,ly,passionately,passionate
3666,ly,passively,passive
3669,ly,patentably,patentable
3670,ly,patently,patent
3671,ly,patiently,patient
3672,ly,patly,pat
3673,ly,patriarchally,patriarchal
3674,ly,peacefully,peaceful
3675,ly,peculiarly,peculiar
3686,ly,pedagogically,pedagogical
3687,ly,pejoratively,pejorative
3688,ly,pensively,pensive
3689,ly,perceptibly,perceptible
3690,ly,percutaneously,percutaneous
3691,ly,peremptorily,peremptory
3693,ly,perennially,perennial
3694,ly,perfunctorily,perfunctory
3696,ly,periodontally,periodontal
3697,ly,perkily,perky
3698,ly,permanently,permanent
3699,ly,perniciously,pernicious
3700,ly,perpendicularly,perpendicular
3701,ly,perplexingly,perplexing
3703,ly,persistently,persistent
3704,ly,personally,personally
3705,ly,perspectively,perspective
3706,ly,persuasively,persuasive
3707,ly,pertinaciously,pertinacious
3708,ly,perversely,perverse
3709,ly,perviously,pervious
3710,ly,petrologically,petrological
3711,ly,phenomenally,phenomenal
3712,ly,philologically,philological
3713,ly,physiognomically,physiognomical
3714,ly,physiographically,physiographical
3715,ly,phytogeographically,phytogeographical
3716,ly,picturesquely,picturesque
3719,ly,pinkly,pink
3720,ly,piously,pious
3721,ly,piteously,piteous
3722,ly,pithily,pithy
3723,ly,pitifully,pitiful
3724,ly,pitilessly,pitiless
3725,ly,pityingly,pitying
3726,ly,plainly,plain
3727,ly,planispirally,planispiral
3728,ly,plausibly,plausible
3730,ly,pleasantly,pleasant
3732,ly,pleasingly,pleasing
3733,ly,plentifully,plentiful
3734,ly,plicately,plicate
3735,ly,ploddingly,plodding
3736,ly,plurally,plural
3738,ly,poignantly,poignant
3739,ly,pointlessly,pointless
3740,ly,politely,polite
3741,ly,politically,political
3743,ly,polygynously,polygynous
3744,ly,pompously,pompous
3745,ly,ponderously,ponderous
3746,ly,pontifically,pontifical
3748,ly,popishly,popish
3749,ly,popularly,popular
3750,ly,portentously,portentous
3752,ly,positively,positive
3754,ly,possibly,possible
3755,ly,postally,postal
3757,ly,postpositively,postpositive
3758,ly,potentially,potential
3761,ly,potently,potent
3762,ly,powerfully,powerful
3763,ly,powerlessly,powerless
3764,ly,praiseworthily,praiseworthy
3765,ly,precariously,precarious
3766,ly,preciously,precious
3767,ly,precipitately,precipitate
3768,ly,precisely,precise
3769,ly,precociously,precocious
3770,ly,predatorily,predatory
3771,ly,predictably,predictable
3772,ly,predictively,predictive
3774,ly,predominantly,predominant
3775,ly,predominately,predominate
3776,ly,preeminently,preeminent
3777,ly,preemptively,preemptive
3778,ly,preferably,preferable
3779,ly,preferentially,preferential
3780,ly,prejudicially,prejudicial
3781,ly,prematurely,premature
3782,ly,preponderantly,preponderant
3783,ly,preposterously,preposterous
3784,ly,presciently,prescient
3785,ly,presently,present
3787,ly,presumptively,presumptive
3788,ly,presumptuously,presumptuous
3789,ly,preternaturally,preternatural
3790,ly,prettily,pretty
3791,ly,preventatively,preventative
3792,ly,preventively,preventive
3794,ly,primally,primal
3796,ly,primely,prime
3797,ly,primitively,primitive
3798,ly,principally,principal
3800,ly,pristinely,pristine
3801,ly,privately,private
3802,ly,privily,privy
3806,ly,procedurally,procedural
3808,ly,prodigally,prodigal
3809,ly,prodigiously,prodigious
3810,ly,productively,productive
3811,ly,profanely,profane
3812,ly,professionally,professional
3813,ly,profitably,profitable
3815,ly,profoundly,profound
3817,ly,profusely,profuse
3818,ly,programmatically,programmatic
3819,ly,progressively,progressive
3820,ly,projectively,projective
3821,ly,prominently,prominent
3822,ly,promiscuously,promiscuous
3823,ly,promotionally,promotional
3824,ly,promptly,prompt
3825,ly,pronominally,pronominal
3826,ly,pronouncedly,pronounced
3828,ly,properly,proper
3830,ly,proportionally,proportional
3832,ly,proportionately,proportionate
3833,ly,propositionally,propositional
3834,ly,proprietarily,proprietary
3835,ly,prosocially,prosocial
3836,ly,prosperously,prosperous
3838,ly,proudly,proud
3839,ly,provably,provable
3840,ly,provisionally,provisional
3841,ly,provisorily,provisory
3842,ly,proximately,proximate
3844,ly,prudently,prudent
3845,ly,pseudorandomly,pseudorandom
3846,ly,psychoanalytically,psychoanalytical
3849,ly,pugnaciously,pugnacious
3850,ly,punctually,punctual
3851,ly,punishingly,punishing
3852,ly,punningly,punning
3853,ly,purely,pure
3857,ly,purposefully,purposeful
3858,ly,purposelessly,purposeless
3859,ly,purposively,purposive
3860,ly,puzzlingly,puzzling
3861,ly,pyramidally,pyramidal
3862,ly,quaintly,quaint
3863,ly,qualitatively,qualitative
3864,ly,quantifiably,quantifiable
3865,ly,quantitatively,quantitative
3866,ly,quarterly,quarter
3870,ly,queerly,queer
3871,ly,questioningly,questioning
3872,ly,quickly,quick
3873,ly,quietly,quiet
3874,ly,quizzically,quizzical
3875,ly,rabidly,rabid
3876,ly,racially,racial
3877,ly,racily,racy
3878,ly,radially,radial
3879,ly,radiantly,radiant
3880,ly,radiately,radiate
3881,ly,radically,radical
3882,ly,raggedly,ragged
3883,ly,randomly,random
3884,ly,rankly,rank
3885,ly,rapidly,rapid
3886,ly,rarely,rare
3887,ly,rashly,rash
3888,ly,rationally,rational
3889,ly,raucously,raucous
3890,ly,ravenously,ravenous
3891,ly,rawly,raw
3892,ly,reactively,reactive
3895,ly,recessively,recessive
3896,ly,reclusively,reclusive
3897,ly,recreationally,recreational
3898,ly,recurringly,recurring
3899,ly,redly,red
3901,ly,redundantly,redundant
3902,ly,referentially,referential
3903,ly,reflexively,reflexive
3904,ly,refreshingly,refreshing
3905,ly,regeneratively,regenerative
3906,ly,regretfully,regretful
3908,ly,regrettably,regrettable
3909,ly,relatively,relative
3912,ly,relentlessly,relentless
3913,ly,relevantly,relevant
3914,ly,religiously,religious
3916,ly,remotely,remote
3917,ly,renewably,renewable
3918,ly,repetitiously,repetitious
3919,ly,repetitively,repetitive
3920,ly,representatively,representative
3921,ly,repressively,repressive
3922,ly,reproachfully,reproachful
3923,ly,reproductively,reproductive
3925,ly,repulsively,repulsive
3926,ly,resiliently,resilient
3927,ly,resolutely,resolute
3928,ly,respectably,respectable
3929,ly,respectfully,respectful
3930,ly,respectively,respective
3933,ly,responsibly,responsible
3934,ly,responsorially,responsorial
3935,ly,restlessly,restless
3936,ly,reverently,reverent
3937,ly,rewardingly,rewarding
3939,ly,rheologically,rheological
3940,ly,rhythmically,rhythmical
3941,ly,ribosomally,ribosomal
3942,ly,richly,rich
3943,ly,ridiculously,ridiculous
3945,ly,rigidly,rigid
3946,ly,rigorously,rigorous
3947,ly,riotously,riotous
3949,ly,ripely,ripe
3950,ly,robotically,robotic
3951,ly,roguishly,roguish
3952,ly,rosily,rosy
3953,ly,roughly,rough
3954,ly,rousingly,rousing
3955,ly,routinely,routine
3957,ly,rowdily,rowdy
3958,ly,rudely,rude
3959,ly,rudimentarily,rudimentary
3960,ly,ruefully,rueful
3961,ly,ruggedly,rugged
3962,ly,ruinously,ruinous
3964,ly,ruthlessly,ruthless
3965,ly,sacredly,sacred
